"Y","ID","Operator","Date","Priority","Price","Speed","Duration","Temp","Location","Agreed","State","Class","Surface","sensor1","sensor2","sensor3","sensor4","sensor5","sensor6","sensor7","sensor8","sensor9","sensor10","sensor11","sensor12","sensor13","sensor14","sensor15","sensor16","sensor17","sensor18","sensor19","sensor20","sensor21","sensor22","sensor23","sensor24","sensor25","sensor26","sensor27","sensor28","sensor29","sensor30"
1.69478728685585,"D14","XG",2019-04-12,"Medium","Expensive","Fast","Very Long","Hot","Control room","No","Uncertain","Wooden","Rough",13.070317393442,7.26064910198744,348.701862483285,360.418710536323,4.88859793438733,7.76968537131148,2.37941773047843,1.30671640734722,8.12604903786819,0.361564660668505,40.362770981262,46.8312134617895,361.065234760754,57.6536592590986,45.0232512732953,48.0532082264,333.477521354798,37.6946003631986,40.4595570774581,30.7656566083443,3.58236960883411,358.517612137366,-8.61869918842378,342.212872037198,11.4415956262297,-1.53754233972424,359.863667148165,21.0112989441452,-1.06340651343371,-13.1393921355286
6.15445935125947,"D15","XG",2019-04-20,"Medium","Expensive","Medium","Very Long","Hot","Storage tanks","Yes","Uncertain","Ceramic","Rough",-3.97164092927208,0.810992679541306,365.249693968799,328.788234158419,-0.915422137561303,4.88078833349256,-6.56732498527341,-0.421376026294041,8.86921242868736,4.15127256200949,76.493120375294,85.1291953860299,338.881008645985,81.529058655136,76.3868219403781,75.1165632349346,324.372976080049,93.706989982954,75.1666619582808,100.661741291675,104.762102639791,367.742761834525,69.0330438869343,368.171814344823,94.7335714143247,90.7441647744725,361.730526369065,95.6004407115274,77.6206274591213,67.2207509121636
25.499038580467,"D16","XG",2019-04-26,"Low","Expensive","Medium","Short","Cold","Steam plant","No","Uncertain","Ceramic","Textured",30.1928990830731,24.6390636608692,340.246179343667,329.129511204083,26.1838005771069,26.59606217586,25.9178177257594,22.4045790853099,NA,26.4834271959839,94.0835518827726,94.7865209517,360.841829485726,94.8854607872742,89.9214525648786,108.833632043025,350.693628673907,102.946456377732,102.032491958068,95.2457533932854,6.98318531931404,322.958690724336,-6.18207576780159,366.413926000241,4.64454678119541,-17.4476295336763,321.15024902625,-10.1212075202749,12.277089865501,13.8841917543967
20.025108800841,"D17","XG",2019-05-04,"Low","Cheap","Fast","Short","Hot","Control room","No","Uncertain","Wooden","Rough",32.6216032971607,34.9735212505315,349.813182493672,330.882279451471,32.652987354761,36.9080963062863,36.7871570126258,35.8658900660497,30.2453892520583,31.6578323330515,67.851067884374,86.9609535076126,351.314717803616,79.0395589683325,66.7211889626966,88.8558809789165,333.135162042454,79.6179611894377,79.7242841657938,74.8802298249867,-12.6413583515999,329.828866343014,3.73522886555827,359.444431499578,-18.6535710169264,-29.0287818130455,347.740251191426,-61.1443994533035,-10.0841070560471,-28.1985210505003
25.8105073072743,"D18","XG",2019-05-11,"Medium","Expensive","Medium","Long","Warm","Storage tanks","Yes","Uncertain","Ceramic","Smooth",11.7274775322761,15.5268050304201,323.910488146357,355.146207129583,14.779196652567,18.4076401636179,7.76846064192717,15.946739429504,9.41055439861318,17.0487395050204,48.6798371110074,44.9281686307759,331.943860014435,34.2368965735236,49.1385922672963,56.3777569442563,353.58241681708,45.0810395948926,40.09245633754,40.8779763281087,15.4627273777053,330.946901189163,4.06315098474745,346.55094206566,16.2955683365635,-0.105623934177316,364.185517576989,5.17314113826933,6.63721482374082,3.23046245342186
28.1076040547302,"D19","XG",2019-05-18,"Low","Cheap","Fast","Long","Warm","Steam plant","Yes","Under review","Ceramic","Smooth",28.7507811503424,23.21276756558,324.019344644621,341.126796421595,19.6949614968319,28.6349656861064,20.029037765899,32.9403385284664,28.1103191193069,26.1857017842326,42.8798947986766,42.6493170016662,362.010921693873,59.9455438311788,38.6200978319779,50.429058110893,321.990605308674,46.9188874735817,41.2026674108059,38.8989001928336,97.5896284186334,357.809613253921,108.122118092215,359.411246962845,100.457049523928,96.3074249722787,364.006960338447,98.1939654160134,106.461943623567,101.863021480532
2.4982395773421,"D20","XG",2019-05-24,"Low","Expensive","Fast","Very Long","Warm","Storage tanks","No","Checked","Ceramic","Textured",27.0434964202928,15.1790905226319,324.561946785543,334.540095150005,21.1683998004933,12.515275633581,17.4349565699995,25.624595373095,NA,19.1198553714724,87.6677409036062,90.4978379500381,337.461473948788,85.7478101278161,87.947890353294,81.4158183069822,337.508443247061,89.708485723211,74.2821823913255,99.3909305110272,-24.0394794272143,344.453312484547,-15.0296140077456,328.163004810922,-31.8563657565787,-42.9216309878473,355.152465756983,-4.68099333356733,-27.2811703678769,-9.70677170147681
27.1230868700209,"D21","XG",2019-06-01,"High","Expensive","Medium","Short","Cold","Control room","Yes","Under review","Plastic","Smooth",34.555373788721,23.8304555025637,322.529206860345,367.09970416734,40.4960596110262,33.7957678639607,27.4665792676554,29.4887333662567,NA,26.5138021233978,73.966991315587,54.9963777730565,342.129309573211,52.1088809632851,51.7012056997429,50.8866030803054,322.63307018904,73.0928669507976,69.9680366686906,64.1844107384219,80.6902031454306,351.328873650637,51.7502469201228,368.771500110161,64.4067470855096,77.633830715281,342.689429693855,48.5075981218159,51.6838231474206,47.726561606161
16.3864401727029,"D22","XG",2019-06-07,"Medium","Cheap","Medium","Short","Cold","Storage tanks","No","Under review","Wooden","Rough",15.2244297832143,7.71395711777931,323.906121919863,368.097144579515,6.94075989425014,-1.95749686727176,11.4226914308593,7.95125082087364,7.81277701597009,7.87930377367723,37.6585362614851,29.4538384787881,331.567571084015,31.7533945384133,31.4761400705276,34.8378551318343,360.540436236188,46.6113880610316,48.1921270004016,28.0014334304358,108.083252529532,334.262020250317,69.4485027027887,327.775504898746,119.910610448561,98.1962711041944,329.416905068792,89.9661924082715,105.952180514856,104.140208837721
8.24376591159004,"D23","XG",2019-06-14,"Medium","Cheap","Slow","Short","Hot","Storage tanks","Yes","Under review","Ceramic","Rough",15.3875603408933,10.1262747842148,363.47374063218,367.062842804007,1.80454290334577,12.9033589559655,2.9017602158009,5.03385372912934,2.63758821043309,5.46732640369545,42.8979825953854,55.2109120051308,333.468102377374,59.4936481801123,46.7239066425212,36.6495037574692,355.683428379707,61.5902038416112,56.5585069329065,54.7809308581333,28.8107953269127,350.607890617102,18.7752968786387,340.089561748318,6.1074694826801,22.292906028668,320.932262814604,-3.91639400821958,21.2464931598293,17.3702850111495
10.4253560667964,"D24","XG",2019-06-22,"Low","Cheap","Fast","Very Long","Hot","Storage tanks","No","Under review","Plastic","Textured",40.2563765103917,38.8934890202598,358.122268242296,339.554392446298,40.8989661042872,30.4921441781667,41.373719040294,36.545081152809,40.1490739936303,37.6389818208062,88.5509977749808,91.310293320819,344.505028012209,97.9815664840109,105.506794819094,85.9459091960273,323.225581301376,107.380039871374,90.4225977854102,83.3756224685031,28.381102022116,356.772882309742,48.0313149433256,364.50690462254,42.1231086144035,38.6320164517033,335.003428072669,33.8696450545181,58.2711964105902,65.0264079296522
8.17395892766273,"D25","XG",2019-06-29,"Medium","Cheap","Medium","Very Long","Warm","Storage tanks","No","Checked","Wooden","Rough",13.531475961593,13.2998039430655,320.154214596841,350.514964647591,16.9060801300976,11.7449917271887,17.5884002341132,9.42767693976131,NA,14.5229421189421,53.7931228172193,69.8956400230886,324.804541438352,54.4515117108946,60.5215530701036,54.358035289506,328.782766584773,80.7300623926676,44.2576451797487,51.7637068725328,-58.6338660191643,326.839446350932,-29.5968008736519,321.797345886007,-56.1407358805863,-51.5228044655339,321.213328226004,-36.6932339254541,-53.904643526654,-49.1061148892613
8.77648865238308,"D26","XG",2019-07-05,"Medium","Cheap","Fast","Short","Hot","Control room","Yes","Checked","Ceramic","Rough",7.10802078413643,18.6507733877119,341.164826152381,343.256255406886,3.09776533719832,5.34100423228884,8.23465147882484,14.0248571185632,9.66661353857531,10.7170795614849,59.8969532511869,71.0622303962798,344.257922358811,70.809918273941,71.175384592306,50.1776255246438,341.27563537797,56.7860901504305,59.0301560187955,68.8249806194139,-33.0743232624744,338.787252320908,-47.3289195749352,353.993942395318,-64.6247426476663,-51.1139283475935,351.42491702456,-32.0735057664851,-37.1772639096384,-67.4117746167117
19.3930713133719,"D27","XG",2019-07-12,"Low","Expensive","Medium","Short","Warm","Storage tanks","Yes","Checked","Ceramic","Rough",34.998189878436,31.9436350522551,354.690335614141,345.703925953712,32.9948173706387,23.3265843639729,36.5986303880793,27.9468415489574,47.4680521822744,34.2735011735649,58.4643599387736,57.5031475556106,361.846935171634,80.2382580772057,74.2716774761072,61.7344348927661,362.744766001124,46.4812045685319,61.4443701311247,60.1112350371034,69.1464519565996,335.000132855494,54.5579520694372,363.276917387266,81.014381686631,79.4727858004416,323.740833944175,77.9098916614278,68.0705101849523,69.3947341987591
-1.03298337976282,"D28","XG",2019-07-20,"Medium","Expensive","Slow","Very Long","Warm","Storage tanks","No","Checked","Ceramic","Textured",11.3929901909176,15.6343583364541,364.515072286595,369.050666042604,10.4388488962746,9.0993906406109,8.52299854477098,10.455006239563,NA,18.740251130242,75.5144823139971,83.375916241463,328.289876650088,93.1949616958948,68.3376144950503,90.6095942290605,328.04234930547,66.3304640476856,102.299110599038,86.441270868026,-69.5870261965987,327.19270487316,-34.8723794246737,347.421197318472,-49.4276273833885,-53.2274372007853,327.211753726006,-46.7907294557438,-43.905133012984,-44.3672091070087
16.8509401766664,"D29","XG",2019-07-26,"Low","Fair","Fast","Long","Warm","Control room","No","Under review","Ceramic","Rough",0.480838449970657,-1.00433746271978,338.682614550926,363.274106655736,-1.85193012459706,3.04126255426927,1.81478989402928,-8.19446477748775,-0.255587936693996,9.29419741159369,78.2602473526413,59.4477314453604,364.50789761031,67.8249696053712,58.027707440688,76.2686966294133,347.661806112155,68.0650607759897,63.6755930612378,66.9938381305739,3.63309356687332,352.80475914944,-24.2968720403293,337.430875019636,2.72546469450948,-12.5726669337585,351.223534664605,-14.0581438716854,-5.05149372076925,-10.2911228611276
18.3641962179305,"D30","XG",2019-08-03,"Medium","Expensive","Medium","Short","Hot","Control room","No","Under review","Ceramic","Smooth",-0.464629400714343,6.40341628198267,369.29310597945,361.314568533562,-2.60966203041205,0.353654716277297,3.70157100914951,1.10234211988171,-4.98195111587226,14.3304245412906,52.4424027351342,57.9139953183056,354.35847654473,49.0122052901089,62.6974181387647,51.22345658393,359.843695238233,51.357105519964,38.6224783428626,48.3259612397262,23.4869289586859,363.709108128678,-13.2763541595935,330.914240032434,-3.58327808291575,-29.4034781644207,329.522440994624,0.56940850125749,27.6079029522619,-5.49403415564326
25.9317727135534,"D31","XG",2019-08-10,"High","Fair","Fast","Long","Warm","Control room","No","Under review","Ceramic","Smooth",23.86989547757,21.4650250929204,368.932894342579,351.235513580032,20.9653851129679,22.4578391084658,14.7813026614122,19.1466567230955,NA,24.5400791102642,73.1999464340629,53.4152786125475,343.50555077428,45.7897769110781,76.307111181177,70.1567131323543,337.737807834055,46.3018215323487,37.9783929266314,58.4230646810327,103.112386022218,360.845001779962,90.8331085336908,347.757207676768,97.5966105077357,67.6939234762262,325.911586049479,102.347304566515,86.7923170175049,105.51856355754
20.3531875974203,"D32","XG",2019-08-17,"Medium","Expensive","Slow","Long","Warm","Storage tanks","Yes","Uncertain","Wooden","Textured",21.0626285705607,24.3283250466598,320.104108953383,321.737221120857,33.351749231328,30.6158031234844,20.5742319088948,26.0360777606868,32.539143817595,16.1714082603184,43.6218083028506,53.4215268362413,350.649003991857,58.8071046407809,39.5636739880778,42.3296511987555,342.970042214729,47.2962730201066,63.2003456607729,52.9804059454513,70.0931158180627,336.329165513162,61.0293558971114,332.134243943729,52.4829828928554,62.0184705398905,327.731393165886,35.2377286593635,34.6361006619486,62.1802636134222
24.6689380925775,"D33","XG",2019-08-23,"Low","Fair","Fast","Long","Warm","Control room","Yes","Checked","Ceramic","Smooth",17.8578247739787,30.9946139018364,323.172005049419,364.856961665209,25.5584144894155,18.7252358149148,12.1385403270647,17.126030978173,NA,23.0810710673698,98.5276954831874,82.0130600305399,327.862301601563,88.6385331868737,79.271626518249,81.9585741838094,357.003155250568,101.181719004404,82.1642068975929,102.828615840163,11.8474252512453,352.409320375882,-10.0100109574863,328.580162457656,-26.9824596680279,15.2275828386006,345.210562872235,15.2038084393388,1.55630565627367,8.38783445071033
3.01655626993236,"D34","XG",2019-08-31,"Low","Expensive","Fast","Very Long","Warm","Control room","No","Under review","Plastic","Rough",18.1058826103738,26.0412637179409,330.58989505982,324.415190732107,15.4960341730506,17.2013634284261,13.5247305428078,13.8473567342894,NA,13.6669052305525,69.4584937169131,50.6079291289695,354.443873527925,57.6812866273385,45.2511716507425,52.178867839094,343.068915738259,71.7813551149056,41.8235976910991,68.9699737422908,1.26055245053561,335.378073439933,12.9179340053199,347.041737351101,38.5277236774734,29.7994285634204,329.513978473842,33.8350544007049,23.2161061212299,28.0160510895519
8.45851424889652,"D35","XG",2019-09-06,"Low","Cheap","Fast","Short","Warm","Storage tanks","No","Under review","Wooden","Textured",6.63672745417047,5.78391260415637,338.189807364251,353.659314305987,-0.00254510297816068,5.32840842302382,6.28681460169357,11.0231852274872,5.98369314827637,2.47587479478092,29.587646928571,26.4869493258126,356.501314165071,24.5051655035276,12.3649936383051,13.5016338918233,338.55547480518,25.6732271982408,43.1167427197926,35.3035654192714,-13.0516820502797,344.084064620547,-33.8143632816326,367.57758298656,-53.0373426103146,-47.4216538462897,334.259387750644,-24.4989686620734,-46.125883860637,-41.4630923283692
14.1781146471153,"D36","XG",2019-09-13,"Medium","Cheap","Fast","Short","Warm","Steam plant","Yes","Under review","Ceramic","Textured",18.5144472737407,19.726777196001,347.881972189061,354.060632728506,5.91796337121707,10.9800214210297,17.0629471931135,18.8755950475379,NA,7.11982836856953,46.8361657685146,59.7592418624461,322.411489014048,52.0312181771365,53.5851239798035,17.0372340987603,367.892538725864,53.6766810085701,59.7588806705093,37.4772618959063,-62.5947624627423,360.477447793819,-48.721954898642,346.267329032999,-50.3127060387531,-41.4594865608488,328.255338377785,-58.3886112415489,-65.9162417485634,-39.4562317219802
26.2752398934864,"D37","XG",2019-09-20,"High","Cheap","Fast","Long","Warm","Steam plant","No","Uncertain","Wooden","Textured",6.70029802084213,6.94694430381811,366.470718248747,359.594648231287,9.36240846462234,-2.03048380349947,5.02847507192726,5.5008189370026,4.13305407082235,15.8347555455228,84.7584894178167,80.965672645267,321.722841372248,84.7640035251085,90.899971292921,97.2739774799122,339.906057382468,75.667660293632,94.6818076190474,87.1971301857702,101.376181496411,340.562198967673,113.572324824866,354.427145309746,87.0442399133297,86.1875453487266,328.421770110726,99.8827173652015,105.971184218364,84.9394851515929
26.9984859229829,"D38","XG",2019-09-28,"Low","Cheap","Medium","Long","Cold","Storage tanks","No","Uncertain","Ceramic","Smooth",7.66720247301237,15.0081041965237,322.136988774873,349.16550434893,10.6741360669956,4.56353282971216,11.6723880643417,11.6588168883054,11.368918111916,13.8573421002326,51.4904981689644,49.322326906542,359.736633584835,40.8627460089957,37.9295719069525,48.1651826857109,343.842408892233,45.899808040651,72.9112209244973,49.1957822219468,52.0006470363045,368.922530689742,61.6752640019245,368.025735444389,64.1774483520384,53.55715387037,344.813577637542,52.6345881858575,56.3854762929716,41.8975709421431
17.4201872821169,"D39","XG",2019-10-04,"Low","Cheap","Medium","Very Long","Hot","Steam plant","Yes","Under review","Ceramic","Rough",40.2997305061352,38.8966731133988,342.842669510283,360.909078542609,43.4090064408506,34.353543786872,33.288891284132,39.0481745893072,35.7946170505476,42.8456958339389,55.366368757917,48.0043699248959,361.319397895131,34.340232264894,66.0938681419344,49.7444342181215,347.622978610452,48.6808110638323,36.3483806698681,52.4529432674002,-38.6979165281559,347.726065320894,-61.1936068656435,344.405279196799,-44.7145514764787,-29.5616404038678,329.794673509896,-36.2049645713559,-59.4811425683352,-51.5361487660203
13.4612249182804,"D40","XG",2019-10-11,"High","Fair","Fast","Short","Cold","Storage tanks","Yes","Checked","Wooden","Rough",4.60716047616367,-5.96508646639779,349.561520193238,339.007683859672,-1.09305315872778,4.81203207496021,-7.59145359684517,3.62522602832537,8.20342319440679,6.09434637382171,99.1339451746285,95.5765025412826,331.572563077789,98.85931431269,86.2344702909037,104.178761922042,339.039277615957,95.8704042560008,99.3876266984926,89.8263078949838,115.957627909615,354.682354796678,88.6455451694387,345.123913702555,116.765033816883,92.3372816777999,352.468606904149,101.090850192708,99.2422206912505,78.9327341638366
7.61409717706712,"D41","XG",2019-10-19,"Medium","Expensive","Fast","Short","Warm","Storage tanks","No","Uncertain","Metal","Textured",5.71706701564777,7.04263902827697,354.433059010189,354.007589274552,11.2525519899529,14.5874607062103,7.09513994315047,12.3914181586469,NA,16.11424758144,39.3537877680758,47.7071225248845,321.10146170482,58.2190787508883,26.314118322535,41.6133182036882,336.687710338738,27.9634594426221,39.7568376108509,48.4481058925338,-16.5082816258983,338.700159224682,16.3160051347034,354.294589969795,11.8915076797232,-16.6821726146979,358.302361953538,-18.927207010468,15.9372787321032,-2.24649693532105
22.8939889395115,"D42","XG",2019-10-25,"Medium","Expensive","Fast","Long","Hot","Steam plant","Yes","Uncertain","Ceramic","Smooth",-2.63165923157428,-4.51552377132465,367.643283719663,342.498170856852,7.62410291819718,-8.59323200125184,-5.80809274249243,4.44163479322132,4.73923760939522,7.34897856134813,39.1461348757079,72.0852272495838,332.256503105164,65.5377867368392,58.7677115935224,41.9691515756319,357.194056645967,59.4492425928814,63.6840727289965,39.626398622205,61.2387751296453,346.485434640199,39.0520934153309,333.374102197122,47.6901019129277,45.026286345053,331.967038630974,69.8674119268044,59.5607776655835,45.6492719295641
21.5549592434096,"D43","XG",2019-11-02,"Low","Cheap","Slow","Long","Cold","Control room","Yes","Under review","Ceramic","Smooth",1.66921221754903,9.43104810551037,339.779943372123,340.040674682241,14.9120279144795,10.7298834464205,27.087093293283,18.4088795746728,NA,8.11397493025702,76.3280575309423,65.2658672350593,342.678349644411,87.2959678842283,81.1691701390798,73.3395849602783,322.806489251088,63.4187064814948,68.2759228327758,81.2860852017381,21.3420068723208,369.548384279478,9.5213343736308,353.126144984271,-6.81157545564612,-1.37074125219773,324.014716774691,33.3149429533403,13.4548893671137,22.962176397149
9.58766037936358,"D44","XG",2019-11-08,"High","Expensive","Medium","Very Long","Warm","Control room","No","Checked","Wooden","Textured",16.7307166641028,11.6420226198714,363.696559756063,367.731878608465,7.9781697080873,7.52307988365222,4.02200417598571,3.06551151770539,-0.213400326800177,-2.70775467970879,96.6401935037679,82.2189615951587,360.495167882182,92.1534456582331,81.8447560675615,90.5321967934475,349.633501113858,77.8786672546427,98.7610622137655,78.9826858476335,-47.9055902796277,343.940635751933,-49.795537825204,342.664941987023,-45.8603354085885,-35.8216336078642,355.858812031802,-32.7193487413868,-33.1890633726957,-47.6518275635255
26.0370243979344,"D45","XG",2019-11-16,"Medium","Expensive","Medium","Long","Warm","Storage tanks","No","Uncertain","Plastic","Textured",29.321037921745,24.411857719038,345.780352356378,361.556521703023,29.0374664631857,24.7874255195012,24.7067324882248,23.1228357527927,29.144674436924,32.3055372132396,63.534091455388,43.1290501878808,339.048107974231,38.1968654858937,26.0347134860403,39.0025568337845,346.75807303749,65.4039614960598,46.8869785890589,51.0055652415431,68.7182629003549,334.655192021746,60.0390498548833,364.8941260227,71.0346263175691,55.5235911499084,342.139445296489,81.1697259125108,56.4307368081396,79.6918076917803
